city,date,MPV,SUV,medium_car,med_large_car,small_car,micro_car,compact_car,EVER,PHEV,FUEL,EV,0-5w,5-10w,10-15w,15-20w,20-25w,25-30w,30-35w,35-40w,40-50w,50-100w,100-150w,150-300w,300-1000w,joint_type,self_owned_type,joint_brand,state_owned_brand,international_brand,self_owned_brand,new_force_brand
白银,2024-06-01,0.0,177.0,0.0,0.0,0.0,92.0,5.0,0.0,207.0,27.0,40.0,0.0,128.0,124.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,186.0,180.0,0.0,0.0,94.0,0.0
白银,2024-07-01,0.0,224.0,0.0,0.0,0.0,142.0,17.0,0.0,131.0,21.0,231.0,0.0,164.0,215.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,301.0,224.0,0.0,0.0,159.0,0.0
白银,2024-08-01,0.0,153.0,0.0,0.0,0.0,69.0,5.0,0.0,109.0,30.0,88.0,0.0,80.0,122.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,179.0,117.0,0.0,0.0,110.0,0.0
白银,2024-09-01,0.0,186.0,0.0,0.0,0.0,92.0,28.0,0.0,76.0,51.0,179.0,0.0,104.0,179.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,206.0,192.0,0.0,0.0,114.0,0.0
酒泉,2022-06-01,0.0,499.0,0.0,0.0,0.0,14.0,14.0,0.0,231.0,146.0,150.0,0.0,16.0,254.0,78.0,114.0,32.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,350.0,107.0,52.0,84.0,284.0,0.0
酒泉,2022-07-01,0.0,378.0,0.0,0.0,0.0,14.0,15.0,0.0,156.0,88.0,163.0,0.0,26.0,184.0,79.0,75.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,277.0,101.0,27.0,43.0,236.0,0.0
酒泉,2022-08-01,0.0,553.0,0.0,0.0,0.0,19.0,29.0,0.0,143.0,104.0,354.0,0.0,40.0,301.0,138.0,79.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,456.0,109.0,48.0,55.0,389.0,0.0
酒泉,2022-09-01,0.0,406.0,0.0,0.0,0.0,38.0,7.0,0.0,218.0,80.0,153.0,0.0,49.0,185.0,70.0,95.0,36.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,301.0,136.0,45.0,52.0,218.0,0.0
酒泉,2022-10-01,0.0,415.0,0.0,0.0,0.0,27.0,37.0,0.0,174.0,97.0,208.0,0.0,29.0,195.0,113.0,74.0,35.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,295.0,153.0,28.0,58.0,240.0,0.0
酒泉,2022-11-01,0.0,466.0,0.0,0.0,0.0,20.0,7.0,0.0,152.0,64.0,277.0,0.0,30.0,271.0,61.0,72.0,27.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,384.0,84.0,52.0,45.0,312.0,0.0
酒泉,2022-12-01,0.0,445.0,0.0,0.0,0.0,33.0,23.0,0.0,148.0,128.0,225.0,0.0,47.0,179.0,80.0,119.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,297.0,159.0,50.0,78.0,214.0,0.0
酒泉,2023-01-01,0.0,436.0,0.0,0.0,0.0,13.0,38.0,0.0,138.0,110.0,239.0,0.0,14.0,242.0,77.0,107.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,301.0,152.0,31.0,47.0,257.0,0.0
酒泉,2023-02-01,0.0,552.0,0.0,0.0,0.0,20.0,37.0,0.0,123.0,140.0,346.0,0.0,45.0,262.0,128.0,149.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,394.0,168.0,54.0,67.0,320.0,0.0
酒泉,2023-03-01,0.0,553.0,0.0,0.0,0.0,1.0,23.0,0.0,173.0,152.0,252.0,0.0,36.0,322.0,84.0,101.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,396.0,126.0,18.0,56.0,377.0,0.0
酒泉,2023-04-01,0.0,583.0,0.0,0.0,0.0,33.0,30.0,0.0,229.0,156.0,261.0,0.0,47.0,283.0,176.0,115.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,448.0,160.0,50.0,71.0,365.0,0.0
酒泉,2023-05-01,0.0,546.0,0.0,0.0,0.0,5.0,37.0,0.0,184.0,159.0,245.0,0.0,31.0,274.0,138.0,75.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,385.0,125.0,14.0,83.0,366.0,0.0
酒泉,2023-06-01,0.0,474.0,0.0,0.0,0.0,25.0,10.0,0.0,222.0,165.0,122.0,0.0,63.0,168.0,117.0,99.0,33.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,301.0,132.0,29.0,101.0,247.0,0.0
酒泉,2023-07-01,0.0,549.0,0.0,0.0,0.0,5.0,9.0,0.0,240.0,144.0,179.0,0.0,37.0,270.0,121.0,87.0,9.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,398.0,90.0,25.0,80.0,368.0,0.0
酒泉,2023-08-01,0.0,510.0,0.0,0.0,0.0,22.0,35.0,0.0,215.0,100.0,252.0,0.0,52.0,243.0,126.0,85.0,32.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,378.0,141.0,61.0,70.0,295.0,0.0
酒泉,2023-09-01,0.0,515.0,0.0,0.0,0.0,14.0,16.0,0.0,183.0,90.0,272.0,0.0,32.0,277.0,106.0,61.0,33.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,379.0,118.0,32.0,62.0,333.0,0.0
酒泉,2023-10-01,0.0,571.0,0.0,0.0,0.0,29.0,33.0,0.0,141.0,103.0,389.0,0.0,64.0,320.0,93.0,116.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,477.0,134.0,46.0,51.0,402.0,0.0
酒泉,2023-11-01,0.0,365.0,0.0,0.0,0.0,2.0,11.0,14.0,149.0,123.0,92.0,0.0,8.0,122.0,127.0,82.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,239.0,70.0,33.0,71.0,190.0,14.0
酒泉,2023-12-01,0.0,482.0,0.0,0.0,0.0,29.0,38.0,11.0,275.0,152.0,111.0,0.0,68.0,242.0,109.0,76.0,14.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,366.0,104.0,18.0,108.0,308.0,11.0
酒泉,2024-01-01,0.0,466.0,0.0,0.0,0.0,21.0,13.0,0.0,165.0,99.0,236.0,0.0,50.0,180.0,90.0,143.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,322.0,144.0,78.0,55.0,223.0,0.0
酒泉,2024-02-01,0.0,430.0,0.0,0.0,0.0,13.0,2.0,0.0,75.0,77.0,293.0,0.0,17.0,209.0,89.0,95.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,319.0,120.0,54.0,19.0,252.0,0.0
酒泉,2024-03-01,0.0,582.0,0.0,0.0,0.0,29.0,4.0,0.0,177.0,115.0,323.0,0.0,48.0,317.0,77.0,125.0,33.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,432.0,150.0,46.0,62.0,357.0,0.0
酒泉,2024-04-01,0.0,417.0,11.0,0.0,0.0,7.0,6.0,11.0,59.0,73.0,298.0,0.0,23.0,228.0,108.0,65.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,349.0,90.0,35.0,9.0,296.0,11.0
酒泉,2024-05-01,0.0,485.0,0.0,0.0,0.0,33.0,26.0,21.0,168.0,88.0,267.0,0.0,51.0,274.0,132.0,46.0,12.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,379.0,140.0,18.0,58.0,307.0,21.0
酒泉,2024-06-01,0.0,493.0,0.0,0.0,0.0,3.0,4.0,12.0,221.0,89.0,178.0,0.0,18.0,269.0,79.0,101.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,374.0,80.0,43.0,49.0,316.0,12.0
酒泉,2024-07-01,0.0,388.0,0.0,0.0,0.0,27.0,13.0,0.0,194.0,76.0,158.0,0.0,29.0,138.0,123.0,98.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,284.0,144.0,67.0,27.0,190.0,0.0
酒泉,2024-08-01,0.0,572.0,0.0,0.0,0.0,25.0,40.0,11.0,264.0,106.0,256.0,0.0,40.0,285.0,168.0,87.0,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,461.0,141.0,63.0,60.0,362.0,11.0
酒泉,2024-09-01,0.0,507.0,0.0,0.0,0.0,10.0,23.0,16.0,291.0,89.0,144.0,0.0,49.0,248.0,117.0,98.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,402.0,110.0,51.0,38.0,325.0,16.0
金昌,2022-06-01,0.0,94.0,26.0,0.0,0.0,28.0,89.0,0.0,3.0,18.0,216.0,0.0,28.0,130.0,53.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,87.0,178.0,0.0,0.0,59.0,0.0
金昌,2022-07-01,0.0,80.0,22.0,0.0,0.0,12.0,33.0,0.0,48.0,13.0,86.0,0.0,12.0,70.0,43.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,62.0,97.0,0.0,0.0,50.0,0.0
金昌,2022-08-01,0.0,91.0,40.0,0.0,0.0,5.0,33.0,0.0,0.0,11.0,158.0,0.0,5.0,80.0,44.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,63.0,111.0,0.0,0.0,58.0,0.0
金昌,2022-09-01,0.0,86.0,21.0,0.0,0.0,15.0,73.0,0.0,47.0,16.0,132.0,0.0,15.0,112.0,47.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,70.0,140.0,0.0,0.0,55.0,0.0
金昌,2022-10-01,0.0,92.0,15.0,0.0,0.0,36.0,80.0,0.0,125.0,4.0,94.0,0.0,36.0,150.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,110.0,149.0,0.0,0.0,74.0,0.0
金昌,2022-11-01,0.0,129.0,8.0,0.0,0.0,29.0,80.0,0.0,129.0,36.0,81.0,0.0,29.0,145.0,64.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,130.0,145.0,0.0,0.0,101.0,0.0
金昌,2022-12-01,0.0,81.0,12.0,0.0,0.0,26.0,143.0,0.0,174.0,10.0,78.0,0.0,26.0,204.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,97.0,191.0,0.0,0.0,71.0,0.0
金昌,2023-01-01,0.0,144.0,20.0,0.0,0.0,25.0,53.0,0.0,149.0,29.0,64.0,0.0,25.0,131.0,66.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,132.0,135.0,0.0,0.0,107.0,0.0
金昌,2023-02-01,0.0,86.0,33.0,0.0,0.0,2.0,32.0,0.0,67.0,26.0,60.0,0.0,2.0,64.0,54.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,60.0,95.0,0.0,0.0,58.0,0.0
金昌,2023-03-01,0.0,65.0,9.0,0.0,0.0,25.0,55.0,0.0,97.0,21.0,36.0,0.0,25.0,88.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,79.0,100.0,0.0,0.0,54.0,0.0
金昌,2023-04-01,0.0,111.0,1.0,0.0,0.0,14.0,106.0,0.0,70.0,15.0,147.0,0.0,14.0,172.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,95.0,151.0,0.0,0.0,81.0,0.0
金昌,2023-05-01,0.0,82.0,36.0,0.0,0.0,18.0,72.0,0.0,76.0,2.0,130.0,0.0,18.0,116.0,38.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,64.0,162.0,0.0,0.0,46.0,0.0
金昌,2023-06-01,0.0,102.0,1.0,0.0,0.0,1.0,127.0,0.0,17.0,9.0,205.0,0.0,1.0,210.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,93.0,139.0,0.0,0.0,92.0,0.0
金昌,2023-07-01,0.0,155.0,22.0,0.0,0.0,37.0,32.0,0.0,95.0,30.0,121.0,0.0,37.0,127.0,60.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,162.0,121.0,0.0,0.0,125.0,0.0
金昌,2023-08-01,0.0,112.0,11.0,0.0,0.0,38.0,89.0,0.0,122.0,7.0,121.0,0.0,38.0,163.0,38.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,119.0,169.0,0.0,0.0,81.0,0.0
金昌,2023-09-01,0.0,65.0,30.0,0.0,0.0,40.0,37.0,0.0,51.0,32.0,89.0,0.0,40.0,56.0,46.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,91.0,121.0,0.0,0.0,51.0,0.0
金昌,2023-10-01,0.0,91.0,14.0,0.0,0.0,33.0,43.0,0.0,130.0,8.0,43.0,0.0,33.0,97.0,37.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,95.0,119.0,0.0,0.0,62.0,0.0
金昌,2023-11-01,0.0,144.0,6.0,0.0,0.0,12.0,143.0,0.0,253.0,39.0,13.0,0.0,12.0,235.0,52.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,143.0,174.0,0.0,0.0,131.0,0.0
金昌,2023-12-01,0.0,94.0,36.0,0.0,0.0,8.0,105.0,0.0,194.0,13.0,36.0,0.0,8.0,172.0,27.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,88.0,163.0,0.0,0.0,80.0,0.0
金昌,2024-01-01,0.0,177.0,35.0,0.0,0.0,14.0,118.0,0.0,195.0,31.0,118.0,0.0,14.0,226.0,69.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,153.0,205.0,0.0,0.0,139.0,0.0
金昌,2024-02-01,0.0,60.0,26.0,0.0,0.0,31.0,39.0,0.0,47.0,23.0,86.0,0.0,31.0,65.0,34.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,80.0,107.0,0.0,0.0,49.0,0.0
金昌,2024-03-01,0.0,100.0,11.0,0.0,0.0,26.0,87.0,0.0,75.0,25.0,124.0,0.0,26.0,152.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,116.0,134.0,0.0,0.0,90.0,0.0
金昌,2024-04-01,0.0,143.0,34.0,0.0,0.0,3.0,142.0,0.0,182.0,39.0,101.0,0.0,3.0,207.0,78.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,107.0,218.0,0.0,0.0,104.0,0.0
金昌,2024-05-01,0.0,76.0,34.0,0.0,0.0,19.0,80.0,0.0,41.0,13.0,155.0,0.0,19.0,136.0,20.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,88.0,140.0,0.0,0.0,69.0,0.0
金昌,2024-06-01,0.0,73.0,8.0,0.0,0.0,4.0,110.0,0.0,43.0,31.0,121.0,0.0,4.0,132.0,51.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,57.0,142.0,0.0,0.0,53.0,0.0
金昌,2024-07-01,0.0,126.0,26.0,0.0,0.0,12.0,129.0,0.0,129.0,30.0,134.0,0.0,12.0,190.0,65.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,103.0,202.0,0.0,0.0,91.0,0.0
金昌,2024-08-01,0.0,76.0,23.0,0.0,0.0,25.0,34.0,0.0,69.0,19.0,70.0,0.0,25.0,86.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,96.0,87.0,0.0,0.0,71.0,0.0
金昌,2024-09-01,0.0,115.0,36.0,0.0,0.0,4.0,50.0,13.0,126.0,2.0,64.0,0.0,4.0,122.0,43.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,91.0,118.0,0.0,0.0,74.0,13.0
陇南,2022-06-01,0.0,218.0,0.0,0.0,0.0,0.0,20.0,0.0,156.0,18.0,64.0,0.0,8.0,195.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,185.0,53.0,0.0,0.0,185.0,0.0
陇南,2022-07-01,0.0,167.0,0.0,0.0,0.0,0.0,22.0,0.0,103.0,11.0,75.0,0.0,26.0,144.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,159.0,30.0,0.0,0.0,159.0,0.0
陇南,2022-08-01,0.0,204.0,0.0,0.0,0.0,0.0,51.0,0.0,59.0,22.0,174.0,0.0,34.0,197.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,209.0,46.0,0.0,0.0,209.0,0.0
陇南,2022-09-01,0.0,247.0,0.0,0.0,0.0,0.0,33.0,0.0,100.0,4.0,176.0,0.0,35.0,224.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,255.0,25.0,0.0,0.0,255.0,0.0
陇南,2022-10-01,0.0,127.0,0.0,0.0,0.0,0.0,21.0,0.0,50.0,18.0,80.0,0.0,9.0,136.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,127.0,21.0,0.0,0.0,127.0,0.0
陇南,2022-11-01,0.0,203.0,0.0,0.0,0.0,0.0,65.0,0.0,135.0,28.0,105.0,0.0,18.0,214.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,204.0,64.0,0.0,0.0,204.0,0.0
陇南,2022-12-01,0.0,224.0,0.0,0.0,0.0,0.0,42.0,0.0,180.0,29.0,57.0,0.0,36.0,207.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,214.0,52.0,0.0,0.0,214.0,0.0
陇南,2023-01-01,0.0,188.0,0.0,0.0,0.0,0.0,11.0,0.0,122.0,10.0,67.0,0.0,29.0,147.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,166.0,33.0,0.0,0.0,166.0,0.0
陇南,2023-02-01,0.0,166.0,0.0,0.0,0.0,0.0,53.0,0.0,135.0,38.0,46.0,0.0,33.0,166.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,161.0,58.0,0.0,0.0,161.0,0.0
陇南,2023-03-01,0.0,190.0,0.0,0.0,0.0,0.0,14.0,0.0,83.0,1.0,120.0,0.0,40.0,160.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,199.0,5.0,0.0,0.0,199.0,0.0
陇南,2023-04-01,0.0,206.0,0.0,0.0,0.0,0.0,33.0,0.0,103.0,13.0,123.0,0.0,5.0,221.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,213.0,26.0,0.0,0.0,213.0,0.0
陇南,2023-05-01,0.0,160.0,0.0,0.0,0.0,0.0,14.0,0.0,159.0,2.0,13.0,0.0,16.0,125.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,139.0,35.0,0.0,0.0,139.0,0.0
陇南,2023-06-01,0.0,137.0,0.0,0.0,0.0,0.0,23.0,0.0,90.0,18.0,52.0,0.0,14.0,142.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,138.0,22.0,0.0,0.0,138.0,0.0
陇南,2023-07-01,0.0,165.0,0.0,0.0,0.0,0.0,50.0,0.0,121.0,39.0,55.0,0.0,10.0,202.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,173.0,42.0,0.0,0.0,173.0,0.0
陇南,2023-08-01,0.0,188.0,0.0,0.0,0.0,0.0,36.0,0.0,112.0,24.0,88.0,0.0,17.0,167.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,160.0,64.0,0.0,0.0,160.0,0.0
陇南,2023-09-01,0.0,198.0,0.0,0.0,0.0,0.0,38.0,0.0,146.0,31.0,59.0,0.0,18.0,178.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,165.0,71.0,0.0,0.0,165.0,0.0
陇南,2023-10-01,0.0,97.0,0.0,0.0,0.0,0.0,54.0,0.0,88.0,33.0,30.0,0.0,1.0,135.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,103.0,48.0,0.0,0.0,103.0,0.0
陇南,2023-11-01,0.0,75.0,0.0,0.0,0.0,0.0,51.0,0.0,45.0,36.0,45.0,0.0,4.0,99.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,67.0,59.0,0.0,0.0,67.0,0.0
陇南,2023-12-01,0.0,216.0,0.0,0.0,0.0,0.0,50.0,0.0,198.0,30.0,38.0,0.0,10.0,234.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,214.0,52.0,0.0,0.0,214.0,0.0
陇南,2024-01-01,0.0,184.0,0.0,0.0,0.0,0.0,9.0,0.0,71.0,6.0,116.0,0.0,12.0,176.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,182.0,11.0,0.0,0.0,182.0,0.0
陇南,2024-02-01,0.0,201.0,0.0,0.0,0.0,0.0,59.0,0.0,84.0,36.0,140.0,0.0,17.0,214.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,195.0,65.0,0.0,0.0,195.0,0.0
陇南,2024-03-01,0.0,152.0,0.0,0.0,0.0,0.0,61.0,0.0,73.0,39.0,101.0,0.0,15.0,162.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,138.0,75.0,0.0,0.0,138.0,0.0
陇南,2024-04-01,0.0,213.0,0.0,0.0,0.0,0.0,77.0,0.0,98.0,39.0,153.0,0.0,29.0,260.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,250.0,40.0,0.0,0.0,250.0,0.0
陇南,2024-05-01,0.0,239.0,0.0,0.0,0.0,0.0,49.0,0.0,156.0,26.0,106.0,0.0,17.0,244.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,235.0,53.0,0.0,0.0,235.0,0.0
陇南,2024-06-01,0.0,133.0,0.0,0.0,0.0,0.0,44.0,0.0,76.0,22.0,79.0,0.0,29.0,137.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,144.0,33.0,0.0,0.0,144.0,0.0
陇南,2024-07-01,0.0,237.0,0.0,0.0,0.0,0.0,36.0,0.0,69.0,27.0,177.0,0.0,13.0,243.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,229.0,44.0,0.0,0.0,229.0,0.0
陇南,2024-08-01,0.0,207.0,0.0,0.0,0.0,0.0,43.0,0.0,150.0,24.0,76.0,0.0,17.0,227.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,220.0,30.0,0.0,0.0,220.0,0.0
陇南,2024-09-01,0.0,151.0,0.0,0.0,0.0,0.0,43.0,0.0,73.0,21.0,100.0,0.0,4.0,162.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,145.0,49.0,0.0,0.0,145.0,0.0
